reviewTitle	reviewText	reviewRating	reviewDate
255	They cave in	These filters cave in after 2 weeks. Do not buy	1.0 out of 5 stars	on May 29, 2018
256	Good quality	I like these. They seem good quality.	5.0 out of 5 stars	on May 28, 2018
257	Ecellent!	Works as advertised great price!	5.0 out of 5 stars	on May 28, 2018
258	Five Stars	As expected. Fit just right and each works for three months. Bought them again.	5.0 out of 5 stars	on May 27, 2018
259	Five Stars	Work great, great value.	5.0 out of 5 stars	on May 26, 2018
260	Work and fit great!	Work and fit like a charm!	5.0 out of 5 stars	on May 26, 2018
261	Five Stars	Great pricing on a great set of filters.	5.0 out of 5 stars	on May 25, 2018
262	Two Stars	Poor quality but serves the purpose	2.0 out of 5 stars	on May 24, 2018
263	Five Stars	Nice quality filters to maintain. your Ac systems.	5.0 out of 5 stars	on May 23, 2018
264	Do not waste your money	Cheap, thin, junk that only lasts about a week! Do not waste your money!!!	1.0 out of 5 stars	on May 22, 2018
265	Five Stars	Great price and fast delivery.	5.0 out of 5 stars	on May 22, 2018
266	Five Stars	Great product!!!!	5.0 out of 5 stars	on May 21, 2018
267	The price was great. Cheaper than most hardware or wal-mart	The price was great.  Cheaper than most hardware or wal-mart.  Will buy again.	5.0 out of 5 stars	on May 20, 2018
268	Five Stars	Excellent value	5.0 out of 5 stars	on May 19, 2018
269	Five Stars	Saved me a lot of money	5.0 out of 5 stars	on May 18, 2018
270	Need higher filter rating	Still dusty in general throughout the entire house and I’ve been advised to purchase a higher filter type. So I’ll try that and see what happens	5.0 out of 5 stars	on May 17, 2018
271	Four Stars	There are working fine so far.	4.0 out of 5 stars	on May 17, 2018
272	Protected my phone when it fell off the top of my car on the highway	I would definitely buy this again! I forgot I left my phone on my car and I forgot when I got home I realized I forgot to grab it, turns out if fell off my car going 55mph on a highway and when I went back I found it in the middle of the road without a single scratch or dent.	5.0 out of 5 stars	on May 16, 2018
273	Five Stars	Good filters	5.0 out of 5 stars	on May 16, 2018
274	Five Stars	Perform as expected.	5.0 out of 5 stars	on May 15, 2018
275	Slightly Large	I have to kinda bend these to fit in my unit. The ones from Home Depot - same “exact” dimensions for perfect. Will not reorder.	3.0 out of 5 stars	on May 15, 2018
276	Watch the prices do not return will cost	Great product, shop around for a better price , do not return it will cost you to return just to get the same price as competitors! Item works great prime will cost more plus look for used it will save you money not fair to return then have to pay for a better fair price watch the prices thanks only fair	1.0 out of 5 stars	on May 13, 2018
277	Very nice	Very nice	5.0 out of 5 stars	on May 12, 2018
278	Five Stars	Good value	5.0 out of 5 stars	on May 11, 2018
279	Nice Cheap Filter	If you change filters often this is a nice cheap filter you'll want to consider.	3.0 out of 5 stars	on May 10, 2018
280	Four Stars	I have been purchasing these filters for years.  Seem to do the job.	4.0 out of 5 stars	on May 10, 2018
281	Choked out the airflow for my furnace. Caused my ...	Choked out the airflow for my furnace. Caused my furnace to run almost constantly and cost me HUNDREDS of dollars over the winter as my Heating and Air guy troubleshooted the issue. These filters should be taken off the market.	1.0 out of 5 stars	on May 10, 2018
282	Quality filters, but MPR 300 is ONLY MERV 5	Will,use these, then get MERV 8 filters	4.0 out of 5 stars	on May 9, 2018
283	Excellent Home Furnace Filters	These filters fit our home furnace perfectly and are a great buy!	5.0 out of 5 stars	on May 8, 2018
284	Five Stars	Good quality for AZ summer with high usage of AC.	5.0 out of 5 stars	on May 8, 2018
285	Five Stars	very good price!	5.0 out of 5 stars	on May 7, 2018
286	Great	Great	5.0 out of 5 stars	on May 6, 2018
287	Great!	Great!	5.0 out of 5 stars	on May 6, 2018
288	Right size however the carton surrounding the filter made for ...	Right size however the carton surrounding the filter made for an impossible fit.  I had to bend the corners and push hard to make it fit in the intakes.	1.0 out of 5 stars	on May 6, 2018
289	Perfect for what I need	They are what they are!  Perfect for what I need.	5.0 out of 5 stars	on May 6, 2018
290	Worst filter ever	Worst i’ve ever seen.  You can see right through them and there a spots (say 10% of the filter) where it completely transparent-virtually a hole in them.  I’m talking about paper thin - don’t waste your money.	1.0 out of 5 stars	on May 2, 2018
291	Five Stars	Really great price, especially if you are moving into a new house	5.0 out of 5 stars	on May 2, 2018
292	Furnace Filters	Works well and an affordable price	5.0 out of 5 stars	on May 2, 2018
293	Four Stars	Kinda thin, but nice	4.0 out of 5 stars	on May 1, 2018
294	Five Stars	Bought for my furnace good filters.	5.0 out of 5 stars	on April 30, 2018
295	Four Stars	Ok	4.0 out of 5 stars	on April 26, 2018
296	Five Stars	A very good bargain	5.0 out of 5 stars	on April 25, 2018
297	Four Stars	good	4.0 out of 5 stars	on April 25, 2018
298	These serve a basic purpose at a nominal price.	Air filters in general are very over priced, I purchased these at greatly reduced cost and feel like they will meet my current needs. I would generally recommend a better air filter for most air systems, these just catch the most basic dust/dirt.I bought these filters knowing they are the most basic kind, my current air system is over 30 years old and will most def have to be replaced soon so I feel no need to buy the higher end filters (which again I would generally recommend). These serve a basic purpose at a nominal price.	4.0 out of 5 stars	on April 25, 2018
299	Five Stars	WORK GOOD	5.0 out of 5 stars	on April 25, 2018
300	Four Stars	Received quickly but each one was slightly damaged however they are still usable	4.0 out of 5 stars	on April 24, 2018
301	Five Stars	these are high quality / better than store bought filters.  thumbs up.	5.0 out of 5 stars	on April 23, 2018
302	Used this brand 3M before!	First the size we use at our home for AC/Furnace filter is 1X24X20 which I cannot find at local market or Walmart Neighborhood market!We have used this brand 3M for many years!	5.0 out of 5 stars	on April 22, 2018
303	Love it and great value too	Love it and great value too. It’s so much easier to buy on amazon than running all over the stores looking for the right size filter . Thank you	5.0 out of 5 stars	on April 22, 2018
304	Five Stars	Great product, very pleased.	5.0 out of 5 stars	on April 22, 2018
305	It's the filter	Look like a filter. I got the wrong size which is on me. Should have paid more attention to the buttons I was cooking.	5.0 out of 5 stars	on April 19, 2018
306	Don't buy.	Weak construction, started getting sucked into the HVAC unit and obstructing air flow. Had to stop using. Waste of money.	1.0 out of 5 stars	on April 19, 2018
307	Five Stars	Nice to buy multiples and have on hand.	5.0 out of 5 stars	on April 19, 2018
308	tight fitting and thin	Doable. I  literally had to pound it to make it fit. The second choice would have been to return them. I just returned a box from another Co. because they were too small but in reality, it was a better product.I am keeping these but will have to change it once a month. They are too thin but "you get what you pay for", a very true expression on this case. I will not buy them anymore.	3.0 out of 5 stars	on April 19, 2018
309	Great Air Filter	My favorite air filters. Works great at collecting dust particles in the air. Especially when you have lots of pets.	5.0 out of 5 stars	on April 18, 2018
310	When they say basic they mean basic.	This is a vey low quality filter (hence the price).  I replaced my old filter and quickly could smell the furnace as the new filter failed to filter out the smell.  Quickly replaced this filter with the old one.	1.0 out of 5 stars	on April 17, 2018
311	Five Stars	Best price I could find	5.0 out of 5 stars	on April 16, 2018
312	Great Price - Better Than Walmart	Fantastic price, cheaper than Walmart. They are well made and priced great.	5.0 out of 5 stars	on April 15, 2018
313	Five Stars	Good price for a good product.	5.0 out of 5 stars	on April 14, 2018
314	Four Stars	As discrbed	4.0 out of 5 stars	on April 13, 2018
315	Five Stars	Great item, fast shipping!	5.0 out of 5 stars	on April 13, 2018
316	Great price	Fits tight	5.0 out of 5 stars	on April 10, 2018
317	Five Stars	Great reason to have prime. Getting stuff like this delivered makes life so much easier.	5.0 out of 5 stars	on April 10, 2018
318	Five Stars	Was the correct size and good price	5.0 out of 5 stars	on April 10, 2018
319	Four Stars	Great product but due to our poor filter holder, it was difficult to slide in.	4.0 out of 5 stars	on April 9, 2018
320	Five Stars	Quick shipping, product came as advertised.	5.0 out of 5 stars	on April 7, 2018
321	Five Stars	ALWAYS USE THESE	5.0 out of 5 stars	on April 7, 2018
322	Five Stars	great	5.0 out of 5 stars	on April 6, 2018
323	Five Stars	Second time ordering and will order again.  Get 6 filters and don't have to reorder for about 6 months.	5.0 out of 5 stars	on April 5, 2018
324	Four Stars	The filters work good for the material.	4.0 out of 5 stars	on April 3, 2018
325	Five Stars	Perfect	5.0 out of 5 stars	on April 3, 2018
326	Great Value	Great price and extremely convenient to have on hand.	5.0 out of 5 stars	on April 2, 2018
327	They filter like they should.	Decent filters.	5.0 out of 5 stars	on April 1, 2018
328	Five Stars	FIT PERFECTLY	5.0 out of 5 stars	on March 31, 2018
329	Five Stars	perfect fit on this odd size and excellent cost	5.0 out of 5 stars	on March 29, 2018
330	Five Stars	Great value and price	5.0 out of 5 stars	on March 29, 2018
331	Correct size for furnace	Filtrete brand air filters are really good.  We were told to replace them monthly to keep the dust down with the new HVAC system.  So time will tell how well they work over all.  We usually buy the Allergan filters but didn't want to spend that type of money every month.  Some brands don't fit exactly right, these fit as if they were made for the openings in the ceiling.	5.0 out of 5 stars	on March 27, 2018
332	Great filter;	Will need to be changed every 30 days (60 max).	5.0 out of 5 stars	on March 26, 2018
333	Four Stars	Yes it filters the air fine.	4.0 out of 5 stars	on March 26, 2018
334	One Star	Very Poor Quality	1.0 out of 5 stars	on March 25, 2018
335	Five Stars	These are just what I needed!	5.0 out of 5 stars	on March 24, 2018
336	Five Stars	Does a great job	5.0 out of 5 stars	on March 23, 2018
337	Two Stars	flimsy low level version	2.0 out of 5 stars	on March 22, 2018
338	Five Stars	Good value	5.0 out of 5 stars	on March 20, 2018
339	Five Stars	Value pack prevents expired exchange.	5.0 out of 5 stars	on March 20, 2018
340	Flimsy and cause furnace to constantly run	These are flimsy and even when not completely dirty only last about one month in my furnace before being sucked in- causing my furnace not to keep up with heat and constantly run.	2.0 out of 5 stars	on March 20, 2018
341	One Star	The filter is weak and too thick that it needs replacement every month in winter days.	1.0 out of 5 stars	on March 19, 2018
342	Five Stars	Great value, fits perfectly.	5.0 out of 5 stars	on March 17, 2018
343	Five Stars	Best price around for an odd sized filter.	5.0 out of 5 stars	on March 15, 2018
344	Five Stars	As advertised	5.0 out of 5 stars	on March 15, 2018
345	Very basic filters	These are extremely thin and basic filters. I will keep them but they will need to be changed pretty often as they won't provide much filtering. The filter material is so thin that it looks like there are holes in places, won't buy again.	2.0 out of 5 stars	on March 14, 2018
